UserIncome,UserHousingExpense,HouseholdSize,UserPhoneBill,CurrentSavingsAmount,CurrentEmergencyFund,UserEntertainmentExpense,UserFoodExpense,UserHealthInsuranceCost,UserCarInsuranceCost,UserRentInsuranceCost,UserEducationCost,UserLifeInsuranceCost,GoNegative,AISuggestedSavingsDeposit,AISuggestedEmergencyDeposit,UserFuelCost,medianIncomeForCounty,AverageIncomeForArea,MedianGrossRent,Average1Bdr,Average2Bdr,Average3Bdr,AverageTotalUtilityBills,AveragePhoneBill,AverageInternetBill,AverageMinimumHouseholdSize,AverageMaximumHouseholdSize,AverageEntertainmentExpense,AverageFoodBill1Person,AverageFoodBill4People,AverageFuelCost,AverageCarInsurance,AverageHealthInsuranceCost,AverageEducationCost,AverageChildcareCost,AverageRentInsuranceCost,AverageLifeInsuranceCost
3341,1862,4,340,3073,0.0,1026,682,1580,8,1,0,35,False,167.05,167.05,10,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3552,829,1,51,333,2664.0,57,626,138,21,25,0,28,False,177.60000000000002,177.60000000000002,7,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4879,937,1,94,3295,0.0,792,979,322,121,33,0,14,False,243.95000000000002,243.95000000000002,4,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1965,1589,4,244,2749,0.0,1062,1005,1404,149,6,0,33,False,98.25,98.25,81,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5850,1864,4,192,900,0.0,716,529,768,14,28,0,18,False,292.5,292.5,55,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1576,2783,1,77,5976,394.0,552,499,295,101,4,0,26,False,78.80000000000001,78.80000000000001,97,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6331,952,3,189,3845,1582.75,590,989,759,47,32,0,30,False,316.55,316.55,47,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6143,1886,1,53,5938,6143.0,772,783,400,32,12,0,26,False,307.15000000000003,307.15000000000003,79,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6047,2782,3,147,3648,0.0,861,989,1233,122,17,0,30,True,0.0,0.0,103,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1983,946,4,368,4469,0.0,1050,1031,1156,132,33,0,12,False,99.15,99.15,85,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5312,970,2,190,5184,0.0,1129,1294,536,56,24,0,19,False,265.6,265.6,54,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3021,2014,1,66,3690,0.0,63,710,112,70,12,0,13,True,0.0,0.0,111,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1876,1866,1,78,3519,469.0,1462,542,81,104,15,644,13,False,93.80000000000001,93.80000000000001,40,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2885,849,2,118,1478,0.0,1103,575,306,159,6,0,24,False,144.25,144.25,35,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5778,1356,2,182,897,0.0,1427,1080,14,84,27,0,20,False,288.90000000000003,288.90000000000003,3,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2435,802,3,270,4454,0.0,388,661,621,26,14,0,31,False,121.75,121.75,23,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4803,1294,3,180,1368,0.0,741,496,1104,96,11,0,28,False,240.15,240.15,18,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3906,925,2,188,782,0.0,1143,508,650,23,7,0,13,False,195.3,195.3,46,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3920,1924,4,212,51,0.0,866,479,500,144,11,0,36,False,196.0,196.0,98,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2060,2763,2,172,5573,0.0,144,633,794,146,13,0,13,False,103.0,103.0,6,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1897,1950,1,76,1471,0.0,621,456,234,75,8,395,19,False,94.85000000000001,94.85000000000001,8,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5393,2821,1,93,5678,0.0,694,660,309,59,28,0,21,False,269.65000000000003,269.65000000000003,4,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1661,1333,3,147,2061,0.0,280,728,522,136,3,0,36,False,83.05000000000001,83.05000000000001,11,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3988,1702,3,249,4367,0.0,1190,1099,600,94,17,0,30,False,199.4,199.4,101,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3164,1861,1,68,5079,0.0,1041,909,51,61,1,0,28,False,158.20000000000002,158.20000000000002,45,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4450,1172,1,94,1188,0.0,1016,1068,331,171,27,373,33,False,222.5,222.5,44,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6168,1746,1,78,1679,0.0,260,847,371,85,14,0,27,False,308.40000000000003,308.40000000000003,99,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2667,2616,4,224,3498,0.0,139,1108,1204,172,18,0,22,False,133.35,133.35,86,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2935,1303,4,276,4991,0.0,194,598,712,40,11,443,35,False,146.75,146.75,15,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3150,1899,1,66,892,787.5,1275,1252,138,149,11,0,12,False,157.5,157.5,92,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1899,2866,4,304,5123,0.0,277,1240,700,176,5,0,25,False,94.95,94.95,114,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3304,916,1,47,5124,0.0,500,994,31,177,16,520,20,True,0.0,0.0,4,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1758,1370,3,204,5617,0.0,1280,548,1140,94,36,0,22,False,87.9,87.9,114,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5156,2113,1,61,1361,0.0,211,628,71,106,18,645,21,False,257.8,257.8,71,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5257,1336,3,267,411,0.0,995,779,60,149,12,0,32,False,262.85,262.85,96,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5340,2867,3,189,1173,0.0,1272,482,990,24,27,0,36,False,267.0,267.0,72,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3040,1288,3,174,3271,0.0,1104,497,582,146,21,377,31,False,152.0,152.0,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4499,1579,4,300,2346,0.0,109,994,188,55,1,0,32,False,224.95000000000002,224.95000000000002,1,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6325,2877,4,320,1805,1581.25,1348,834,608,72,31,0,29,False,316.25,316.25,35,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3669,1417,4,196,5169,0.0,1076,454,1136,18,4,0,32,False,183.45000000000002,183.45000000000002,64,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4385,1218,4,264,5784,0.0,535,861,1472,62,6,0,32,True,0.0,0.0,21,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1825,979,1,77,5392,0.0,1163,752,351,94,33,0,21,False,91.25,91.25,103,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4966,809,2,124,1190,0.0,882,1008,336,27,25,0,31,False,248.3,248.3,115,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5553,1781,1,96,1250,1388.25,438,1170,119,67,1,594,15,False,277.65000000000003,277.65000000000003,104,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4366,1908,2,176,3004,0.0,1073,676,680,12,8,442,20,False,218.3,218.3,35,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6226,1894,1,62,3103,0.0,190,1186,367,107,3,0,24,False,311.3,311.3,89,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3850,2520,3,147,984,0.0,919,905,1161,145,11,0,30,False,192.5,192.5,78,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3140,1811,1,90,145,0.0,177,1048,321,110,33,0,17,False,157.0,157.0,63,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3292,1705,2,130,2629,0.0,1170,1000,222,60,2,403,35,False,164.60000000000002,164.60000000000002,96,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3790,1938,4,204,3796,0.0,727,682,1516,141,9,446,33,False,189.5,189.5,74,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5212,1784,4,372,875,0.0,737,1271,1152,178,4,0,19,False,260.6,260.6,113,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4633,1313,3,195,3239,0.0,507,516,1179,174,17,0,18,False,231.65,231.65,82,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4209,1778,1,88,2932,1052.25,123,1251,334,26,36,0,28,False,210.45000000000002,210.45000000000002,27,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4325,1267,3,228,4895,1081.25,76,987,1176,72,36,472,15,True,0.0,0.0,120,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4139,1198,4,364,1364,3104.25,152,1151,1260,4,3,0,33,True,0.0,0.0,92,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5382,1134,4,324,3886,0.0,659,1257,268,124,9,0,25,False,269.1,269.1,15,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5892,1113,3,225,2898,0.0,534,876,864,33,22,0,21,False,294.6,294.6,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5026,2443,2,112,4101,0.0,852,1244,498,17,8,0,12,True,0.0,0.0,35,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2428,2313,3,225,5379,0.0,681,1211,69,48,19,0,28,False,121.4,121.4,119,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5941,1588,4,376,3188,0.0,210,666,156,42,4,0,12,False,297.05,297.05,3,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6440,2337,3,201,1128,1610.0,1207,763,42,150,3,421,17,False,322.0,322.0,77,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2133,1310,4,336,5232,0.0,6,717,1056,173,21,0,15,False,106.65,106.65,45,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4676,1652,3,201,5036,0.0,103,597,27,107,1,0,36,False,233.8,233.8,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4112,1706,4,328,1704,0.0,788,953,1512,148,19,0,24,False,205.60000000000002,205.60000000000002,14,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5518,2741,1,60,3310,0.0,1121,1185,13,169,9,0,20,False,275.90000000000003,275.90000000000003,31,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2471,2835,1,76,1409,617.75,800,1154,159,0,19,429,36,False,123.55000000000001,123.55000000000001,31,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6233,911,4,308,1499,0.0,332,1286,1640,88,1,0,30,False,311.65000000000003,311.65000000000003,109,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4068,1317,4,296,3998,0.0,367,841,1464,152,13,0,26,False,203.4,203.4,95,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2244,876,3,201,193,0.0,1165,759,1125,33,12,0,28,False,112.2,112.2,52,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1508,1679,3,198,5988,0.0,568,552,804,138,28,0,22,False,75.4,75.4,16,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1967,1232,2,96,688,0.0,749,1261,138,96,29,0,21,False,98.35000000000001,98.35000000000001,81,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5588,2842,4,296,3271,0.0,1438,1022,652,163,30,0,19,False,279.40000000000003,279.40000000000003,69,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3530,1846,3,237,2739,3530.0,1184,1006,828,87,20,0,29,False,176.5,176.5,54,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3825,1949,3,150,5458,0.0,744,1297,807,135,15,0,21,False,191.25,191.25,30,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2759,904,1,80,3517,0.0,66,459,182,13,19,0,33,False,137.95000000000002,137.95000000000002,9,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3870,1703,1,93,3578,0.0,696,663,300,102,15,637,25,False,193.5,193.5,14,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2845,1247,4,192,1801,2133.75,190,1287,548,137,28,0,32,False,142.25,142.25,34,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5428,1174,2,158,4816,0.0,909,936,80,10,0,0,12,False,271.40000000000003,271.40000000000003,49,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3692,1235,2,190,1250,2769.0,37,697,332,65,28,0,24,False,184.60000000000002,184.60000000000002,52,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4521,923,2,176,4856,0.0,1241,1266,478,125,23,0,27,False,226.05,226.05,23,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3041,903,1,70,1616,3041.0,23,567,396,16,13,311,36,False,152.05,152.05,28,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5228,1858,4,336,3950,1307.0,103,517,1236,40,18,0,30,False,261.40000000000003,261.40000000000003,111,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3761,896,2,128,3327,0.0,1402,539,646,13,12,0,23,False,188.05,188.05,69,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4861,835,2,132,627,4861.0,57,1056,94,163,33,0,16,False,243.05,243.05,47,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6357,808,4,312,773,1589.25,1013,603,1360,145,23,554,20,False,317.85,317.85,49,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6025,1375,1,46,4699,0.0,807,712,74,42,17,0,14,False,301.25,301.25,119,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1557,957,2,174,2903,0.0,119,1092,724,37,10,0,31,False,77.85000000000001,77.85000000000001,83,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6234,1605,3,156,433,0.0,1258,1046,279,95,19,397,23,False,311.70000000000005,311.70000000000005,84,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2447,832,2,166,1266,1835.25,270,1090,480,53,9,484,16,False,122.35000000000001,122.35000000000001,9,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5751,899,1,68,3873,4313.25,1174,682,391,22,34,0,14,False,287.55,287.55,93,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1619,1422,3,162,195,0.0,1285,957,285,107,7,0,23,False,80.95,80.95,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6337,1943,2,96,2084,0.0,584,522,514,59,1,0,16,False,316.85,316.85,70,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5350,2031,4,308,1309,0.0,1124,548,1028,30,22,510,32,False,267.5,267.5,17,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6096,821,1,66,139,1524.0,608,924,34,34,15,0,16,False,304.8,304.8,92,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5313,1593,1,58,5561,0.0,558,966,331,163,31,383,26,False,265.65000000000003,265.65000000000003,46,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2419,1561,1,82,4273,0.0,673,518,399,128,15,575,36,False,120.95,120.95,119,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3916,801,3,240,572,0.0,768,1194,729,105,8,407,25,False,195.8,195.8,67,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3936,1874,4,372,376,0.0,297,932,124,153,21,477,22,False,196.8,196.8,117,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5235,1804,1,77,5271,1308.75,839,1160,273,154,8,0,20,False,261.75,261.75,19,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5911,1340,1,84,5979,0.0,1031,1062,387,175,0,0,17,False,295.55,295.55,53,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3749,2066,1,80,763,937.25,561,1201,6,37,1,386,31,False,187.45000000000002,187.45000000000002,119,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3800,1274,4,216,5094,950.0,1461,844,1104,99,15,0,14,False,190.0,190.0,30,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4542,1917,4,280,3053,0.0,221,824,648,83,30,0,24,False,227.10000000000002,227.10000000000002,114,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2972,1184,2,162,3421,0.0,89,989,446,125,26,0,28,True,0.0,0.0,92,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3702,1161,3,261,601,0.0,22,969,891,122,22,0,13,False,185.10000000000002,185.10000000000002,14,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4629,1345,1,56,49,0.0,1161,1134,106,130,13,0,32,False,231.45000000000002,231.45000000000002,112,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2467,1108,4,356,1326,0.0,1052,1064,1636,72,15,310,33,False,123.35000000000001,123.35000000000001,43,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5825,2555,3,150,1946,0.0,1302,1013,294,96,0,0,20,False,291.25,291.25,108,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3905,1643,1,84,2707,0.0,651,626,293,64,6,521,17,True,0.0,0.0,5,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5218,1313,2,92,698,0.0,1187,784,314,96,33,0,35,False,260.90000000000003,260.90000000000003,87,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1907,2290,3,216,3955,0.0,523,1242,138,163,3,534,27,False,95.35000000000001,95.35000000000001,71,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2158,2434,3,171,134,1618.5,612,653,369,164,19,0,18,False,107.9,107.9,16,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2151,1665,1,60,346,537.75,789,1098,177,155,4,0,25,False,107.55000000000001,107.55000000000001,82,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3788,2084,2,164,2766,0.0,206,643,38,149,24,470,20,True,0.0,0.0,112,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3998,2003,3,288,4931,0.0,149,729,1026,55,25,0,18,False,199.9,199.9,18,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2241,1204,3,261,3327,1680.75,214,1138,621,4,30,0,36,False,112.05000000000001,112.05000000000001,118,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3566,2119,1,84,3832,891.5,331,651,187,112,36,523,20,False,178.3,178.3,113,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4690,1421,2,114,2320,3517.5,691,886,296,58,11,505,33,False,234.5,234.5,72,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4205,899,1,72,3671,0.0,1071,1232,404,125,16,0,26,False,210.25,210.25,36,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2494,1555,3,222,2115,0.0,660,551,1089,80,6,0,36,False,124.7,124.7,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3853,2573,2,98,5779,0.0,306,1075,524,13,18,0,27,False,192.65,192.65,83,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3434,2928,3,180,548,858.5,112,833,30,13,3,0,27,False,171.70000000000002,171.70000000000002,73,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1635,914,4,240,5218,0.0,1248,1193,276,85,0,0,13,False,81.75,81.75,46,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1571,2431,1,79,4823,0.0,417,1292,151,153,11,0,13,False,78.55000000000001,78.55000000000001,44,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
5234,1822,4,240,1619,0.0,1047,533,616,136,12,387,33,False,261.7,261.7,111,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4499,1844,3,288,1700,0.0,208,1294,459,15,16,408,30,True,0.0,0.0,49,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
4679,2268,2,122,683,0.0,431,1162,412,32,16,0,16,False,233.95000000000002,233.95000000000002,84,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
6139,2532,3,252,5753,0.0,598,970,174,5,14,0,26,False,306.95,306.95,28,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3470,1164,1,55,1062,0.0,1085,495,289,44,18,448,20,True,0.0,0.0,117,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3839,1777,2,154,1134,0.0,875,1289,634,57,1,0,22,False,191.95000000000002,191.95000000000002,46,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3213,826,2,126,1041,803.25,1052,923,432,125,27,0,17,False,160.65,160.65,94,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1928,1126,1,70,2555,0.0,501,957,348,13,29,0,17,False,96.4,96.4,68,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
2685,1667,1,94,2521,0.0,1059,1222,119,159,21,0,35,False,134.25,134.25,69,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
1615,820,3,240,4800,0.0,186,868,336,84,3,0,34,False,80.75,80.75,61,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3974,1362,4,344,3390,0.0,1257,482,4,39,2,426,29,True,0.0,0.0,98,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
3780,1745,3,237,2667,0.0,893,980,531,50,19,0,36,False,189.0,189.0,100,3478,4690,2150,1300,2100,3000,258,49,61,1,4,418,524,1385,200,212,1465,1316,671.67,18,26
